hour,direction,ru,bandwidth,service,delay,slice
0,DL,RU_8,816.617,I4.0,15.0,uRLLC
0,UL,RU_96,112.3535,VOIP,100.0,eMBB
0,DL,RU_66,112.3535,VOIP,100.0,eMBB
0,UL,RU_96,234.8884,VOIP,100.0,eMBB
0,DL,RU_66,234.8884,VOIP,100.0,eMBB
0,DL,RU_66,230.2813,VS,100.0,eMBB
0,UL,RU_99,111.0666,VOIP,100.0,eMBB
0,DL,RU_75,111.0666,VOIP,100.0,eMBB
0,UL,RU_99,209.0214,VOIP,100.0,eMBB
0,DL,RU_75,209.0214,VOIP,100.0,eMBB
0,UL,RU_38,109.2338,VOIP,100.0,eMBB
0,DL,RU_99,109.2338,VOIP,100.0,eMBB
0,UL,RU_96,107.5688,VOIP,100.0,eMBB
0,DL,RU_89,107.5688,VOIP,100.0,eMBB
0,UL,RU_96,187.7494,VOIP,100.0,eMBB
0,DL,RU_89,187.7494,VOIP,100.0,eMBB
0,UL,RU_96,201.8002,I4.0,15.0,uRLLC
0,DL,RU_89,201.8002,I4.0,15.0,uRLLC
0,UL,RU_86,112.2816,VOIP,100.0,eMBB
0,DL,RU_74,112.2816,VOIP,100.0,eMBB
0,UL,RU_7,111.9945,VOIP,100.0,eMBB
0,DL,RU_61,111.9945,VOIP,100.0,eMBB
0,UL,RU_22,106.6775,VOIP,100.0,eMBB
0,DL,RU_5,106.6775,VOIP,100.0,eMBB
0,UL,RU_22,231.6424,VOIP,100.0,eMBB
0,DL,RU_5,231.6424,VOIP,100.0,eMBB
0,DL,RU_33,62.8258,VS,100.0,eMBB
0,DL,RU_33,119.9041,VS,100.0,eMBB
0,DL,RU_99,296.0,VS,100.0,eMBB
0,DL,RU_99,472.1248,VS,100.0,eMBB
0,DL,RU_5,604.8482,VS,100.0,eMBB
0,DL,RU_5,1195.5731,VS,100.0,eMBB
0,DL,RU_5,1047.0239,VS,100.0,eMBB
0,DL,RU_33,782.5263,VS,100.0,eMBB
0,DL,RU_8,284.0,VS,100.0,eMBB
0,DL,RU_8,415.7862,VS,100.0,eMBB
0,DL,RU_8,538.5735,VS,100.0,eMBB
0,DL,RU_57,336.0,VS,100.0,eMBB
0,DL,RU_54,423.7939,CG,80.0,eMBB
0,DL,RU_54,733.3571,CG,80.0,eMBB
0,DL,RU_54,986.3801,CG,80.0,eMBB
0,DL,RU_63,670.3579,CG,80.0,eMBB
0,DL,RU_63,1171.7337,CG,80.0,eMBB
0,DL,RU_63,1240.2307,CG,80.0,eMBB
0,DL,RU_42,594.53,CG,80.0,eMBB
0,DL,RU_42,1220.5556,CG,80.0,eMBB
0,DL,RU_42,1172.7095,CG,80.0,eMBB
0,DL,RU_99,327.5843,CG,80.0,eMBB
0,UL,RU_99,586.3217,MIOT,10.0,mMTC
0,DL,RU_99,540.4257,VS,100.0,eMBB
0,DL,RU_22,168.0,CG,80.0,eMBB
0,DL,RU_22,335.0641,CG,80.0,eMBB
0,DL,RU_22,359.3722,CG,80.0,eMBB
0,DL,RU_11,398.129,CG,80.0,eMBB
0,DL,RU_11,768.3934,CG,80.0,eMBB
0,DL,RU_11,721.9115,CG,80.0,eMBB
0,DL,RU_48,696.2452,CG,80.0,eMBB
0,DL,RU_48,1052.3106,AR,20.0,eMBB
0,DL,RU_48,1415.4324,CG,80.0,eMBB
0,DL,RU_25,461.8035,CG,80.0,eMBB
0,DL,RU_25,968.9275,CG,80.0,eMBB
0,DL,RU_25,1042.9182,CG,80.0,eMBB
0,DL,RU_84,216.933,CG,80.0,eMBB
0,DL,RU_84,479.3185,CG,80.0,eMBB
0,DL,RU_84,395.7883,CG,80.0,eMBB
0,DL,RU_53,126.9897,CG,80.0,eMBB
0,DL,RU_53,244.4685,CG,80.0,eMBB
0,DL,RU_53,242.1858,CG,80.0,eMBB
0,DL,RU_87,578.7681,CG,80.0,eMBB
0,DL,RU_87,1033.7555,CG,80.0,eMBB
0,DL,RU_87,1095.8638,CG,80.0,eMBB
0,DL,RU_90,418.7319,CG,80.0,eMBB
0,DL,RU_90,772.3123,CG,80.0,eMBB
0,DL,RU_90,772.5402,CG,80.0,eMBB
0,DL,RU_25,487.05,CG,80.0,eMBB
0,DL,RU_25,1069.2545,CG,80.0,eMBB
0,DL,RU_25,1010.1572,CG,80.0,eMBB
0,DL,RU_9,455.9141,CG,80.0,eMBB
0,DL,RU_9,901.2842,CG,80.0,eMBB
0,DL,RU_9,996.7447,CG,80.0,eMBB
0,UL,RU_47,39.5689,MIOT,10.0,mMTC
0,UL,RU_47,85.3226,MIOT,10.0,mMTC
0,UL,RU_47,89.2399,MIOT,10.0,mMTC
0,UL,RU_84,668.2937,MIOT,10.0,mMTC
0,UL,RU_84,1422.0006,MIOT,10.0,mMTC
0,UL,RU_84,1276.498,MIOT,10.0,mMTC
0,UL,RU_52,922.0688,MIOT,10.0,mMTC
0,UL,RU_52,2013.2281,MIOT,10.0,mMTC
0,UL,RU_52,1944.2941,I4.0,15.0,uRLLC
0,DL,RU_90,1944.2941,I4.0,15.0,uRLLC
0,UL,RU_81,530.1279,MIOT,10.0,mMTC
0,UL,RU_81,711.4984,MIOT,10.0,mMTC
0,UL,RU_81,1019.8384,MIOT,10.0,mMTC
0,DL,RU_43,657.3282,CG,80.0,eMBB
0,DL,RU_43,1532.4264,CG,80.0,eMBB
0,DL,RU_43,1021.7928,CG,80.0,eMBB
0,UL,RU_53,576.4941,MIOT,10.0,mMTC
0,UL,RU_53,914.8017,MIOT,10.0,mMTC
0,UL,RU_53,1187.6192,MIOT,10.0,mMTC
0,DL,RU_18,448.0448,CG,80.0,eMBB
0,DL,RU_18,805.8325,CG,80.0,eMBB
0,DL,RU_18,841.913,CG,80.0,eMBB
0,UL,RU_86,679.1625,MIOT,10.0,mMTC
0,UL,RU_86,1238.0103,MIOT,10.0,mMTC
0,UL,RU_86,1468.0648,MIOT,10.0,mMTC
0,DL,RU_78,104.8306,VS,100.0,eMBB
0,DL,RU_78,216.7881,VS,100.0,eMBB
0,DL,RU_78,210.6468,VS,100.0,eMBB
0,DL,RU_3,248.0,VS,100.0,eMBB
0,DL,RU_3,543.0304,VS,100.0,eMBB
0,UL,RU_84,495.3706,I4.0,15.0,uRLLC
0,DL,RU_3,495.3706,I4.0,15.0,uRLLC
0,DL,RU_26,312.0,VS,100.0,eMBB
0,DL,RU_26,597.0468,VS,100.0,eMBB
0,DL,RU_26,550.7882,VS,100.0,eMBB
0,DL,RU_84,300.0,VS,100.0,eMBB
0,DL,RU_84,650.9345,VS,100.0,eMBB
0,DL,RU_84,481.5354,VS,100.0,eMBB
0,DL,RU_22,212.0,VS,100.0,eMBB
0,DL,RU_22,476.461,VS,100.0,eMBB
0,DL,RU_22,496.1478,VS,100.0,eMBB
0,DL,RU_38,276.0,VS,100.0,eMBB
0,DL,RU_38,549.4009,VS,100.0,eMBB
0,DL,RU_38,588.934,VS,100.0,eMBB
0,UL,RU_98,113.0749,VOIP,100.0,eMBB
0,DL,RU_45,113.0749,VOIP,100.0,eMBB
0,UL,RU_98,225.4566,VOIP,100.0,eMBB
0,DL,RU_45,225.4566,VOIP,100.0,eMBB
0,UL,RU_98,203.0879,VOIP,100.0,eMBB
0,DL,RU_45,203.0879,VOIP,100.0,eMBB
0,DL,RU_57,67.9049,VS,100.0,eMBB
0,DL,RU_57,143.5313,VS,100.0,eMBB
0,DL,RU_57,126.0881,VS,100.0,eMBB
0,UL,RU_45,112.2098,VOIP,100.0,eMBB
0,DL,RU_59,112.2098,VOIP,100.0,eMBB
0,UL,RU_45,208.7013,VOIP,100.0,eMBB
0,DL,RU_59,208.7013,VOIP,100.0,eMBB
0,UL,RU_45,213.9217,VOIP,100.0,eMBB
0,DL,RU_59,213.9217,VOIP,100.0,eMBB
0,UL,RU_92,113.5099,VOIP,100.0,eMBB
0,DL,RU_46,113.5099,VOIP,100.0,eMBB
0,UL,RU_92,233.6859,VOIP,100.0,eMBB
0,DL,RU_46,233.6859,VOIP,100.0,eMBB
0,UL,RU_92,227.6025,VOIP,100.0,eMBB
0,DL,RU_46,227.6025,VOIP,100.0,eMBB
0,UL,RU_48,108.3981,VOIP,100.0,eMBB
0,DL,RU_47,108.3981,VOIP,100.0,eMBB
0,UL,RU_48,212.0664,VOIP,100.0,eMBB
0,DL,RU_47,212.0664,VOIP,100.0,eMBB
0,UL,RU_48,189.9187,VOIP,100.0,eMBB
0,DL,RU_47,189.9187,VOIP,100.0,eMBB
0,UL,RU_15,430.8778,MIOT,10.0,mMTC
0,UL,RU_15,1015.6136,MIOT,10.0,mMTC
0,UL,RU_15,921.5462,MIOT,10.0,mMTC
0,UL,RU_72,109.8648,VOIP,100.0,eMBB
0,DL,RU_60,109.8648,VOIP,100.0,eMBB
0,UL,RU_72,231.0031,VOIP,100.0,eMBB
0,DL,RU_60,231.0031,VOIP,100.0,eMBB
0,UL,RU_72,229.5583,VOIP,100.0,eMBB
0,DL,RU_60,229.5583,VOIP,100.0,eMBB
0,UL,RU_12,405.52,I4.0,15.0,uRLLC
0,DL,RU_64,405.52,I4.0,15.0,uRLLC
0,UL,RU_12,406.3663,I4.0,15.0,uRLLC
0,DL,RU_64,406.3663,I4.0,15.0,uRLLC
0,UL,RU_12,412.0197,I4.0,15.0,uRLLC
0,DL,RU_64,412.0197,I4.0,15.0,uRLLC
0,UL,RU_95,405.52,I4.0,15.0,uRLLC
0,DL,RU_35,405.52,I4.0,15.0,uRLLC
0,UL,RU_95,381.6344,I4.0,15.0,uRLLC
0,DL,RU_35,381.6344,I4.0,15.0,uRLLC
0,UL,RU_95,412.6891,I4.0,15.0,uRLLC
0,DL,RU_35,412.6891,I4.0,15.0,uRLLC
0,UL,RU_72,816.617,I4.0,15.0,uRLLC
0,DL,RU_10,816.617,I4.0,15.0,uRLLC
0,UL,RU_72,1678.9222,I4.0,15.0,uRLLC
0,DL,RU_10,1678.9222,I4.0,15.0,uRLLC
0,UL,RU_72,1521.3336,I4.0,15.0,uRLLC
0,DL,RU_10,1521.3336,I4.0,15.0,uRLLC
0,UL,RU_9,112.9302,VOIP,100.0,eMBB
0,DL,RU_68,112.9302,VOIP,100.0,eMBB
0,UL,RU_9,201.3774,VOIP,100.0,eMBB
0,DL,RU_68,201.3774,VOIP,100.0,eMBB
0,UL,RU_9,265.9005,VOIP,100.0,eMBB
0,DL,RU_68,265.9005,VOIP,100.0,eMBB
0,DL,RU_63,966.1134,VS,100.0,eMBB
0,DL,RU_63,2156.9746,VS,100.0,eMBB
0,DL,RU_63,1785.4801,VS,100.0,eMBB
0,UL,RU_1,107.5688,VOIP,100.0,eMBB
0,DL,RU_64,107.5688,VOIP,100.0,eMBB
0,UL,RU_1,221.4078,VOIP,100.0,eMBB
0,DL,RU_64,221.4078,VOIP,100.0,eMBB
0,UL,RU_1,246.427,VOIP,100.0,eMBB
0,DL,RU_64,246.427,VOIP,100.0,eMBB
0,DL,RU_62,746.5738,VS,100.0,eMBB
0,DL,RU_62,1415.1366,VS,100.0,eMBB
0,DL,RU_62,1337.5603,VS,100.0,eMBB
0,UL,RU_2,165.5994,MIOT,10.0,mMTC
0,UL,RU_2,283.7442,MIOT,10.0,mMTC
0,UL,RU_2,336.2553,MIOT,10.0,mMTC
0,UL,RU_58,671.7556,MIOT,10.0,mMTC
0,UL,RU_58,1428.0936,MIOT,10.0,mMTC
0,UL,RU_58,1284.8771,MIOT,10.0,mMTC
0,UL,RU_79,692.9688,MIOT,10.0,mMTC
0,UL,RU_79,1317.8695,MIOT,10.0,mMTC
0,UL,RU_79,1235.2225,MIOT,10.0,mMTC
0,UL,RU_78,325.5343,MIOT,10.0,mMTC
0,UL,RU_78,516.2117,MIOT,10.0,mMTC
0,UL,RU_78,709.9473,MIOT,10.0,mMTC
0,UL,RU_67,217.5892,MIOT,10.0,mMTC
0,UL,RU_67,331.855,MIOT,10.0,mMTC
0,UL,RU_67,379.599,MIOT,10.0,mMTC
0,DL,RU_14,312.0,VS,100.0,eMBB
0,DL,RU_14,523.2647,VS,100.0,eMBB
0,DL,RU_14,579.1449,VS,100.0,eMBB
0,DL,RU_75,635.0368,VS,100.0,eMBB
0,DL,RU_75,1078.3568,VS,100.0,eMBB
0,DL,RU_75,1207.8518,VS,100.0,eMBB
0,DL,RU_64,512.5224,VS,100.0,eMBB
0,DL,RU_64,1013.9743,VS,100.0,eMBB
0,DL,RU_64,1041.9226,CG,80.0,eMBB
0,DL,RU_30,24.3693,VS,100.0,eMBB
0,DL,RU_30,43.527,VS,100.0,eMBB
0,DL,RU_30,62.8277,VS,100.0,eMBB
0,DL,RU_89,977.2544,VS,100.0,eMBB
0,DL,RU_89,1948.4314,VS,100.0,eMBB
0,DL,RU_89,1626.8689,CG,80.0,eMBB
0,DL,RU_60,260.0,VS,100.0,eMBB
0,DL,RU_60,495.0786,VS,100.0,eMBB
0,DL,RU_60,606.6725,VS,100.0,eMBB
0,DL,RU_10,1047.4525,VS,100.0,eMBB
0,DL,RU_10,2046.0682,VS,100.0,eMBB
0,DL,RU_10,2319.0765,VS,100.0,eMBB
0,DL,RU_32,683.0739,VS,100.0,eMBB
0,DL,RU_32,1181.2827,VS,100.0,eMBB
0,DL,RU_32,1196.3239,VS,100.0,eMBB
0,DL,RU_17,1130.6371,VS,100.0,eMBB
0,DL,RU_17,2017.7633,VS,100.0,eMBB
0,DL,RU_17,1678.0324,VS,100.0,eMBB
0,DL,RU_95,857.7477,VS,100.0,eMBB
0,DL,RU_95,1589.7993,VS,100.0,eMBB
0,DL,RU_95,1607.0781,VS,100.0,eMBB
0,DL,RU_85,219.1151,VS,100.0,eMBB
0,DL,RU_85,454.7931,VS,100.0,eMBB
0,UL,RU_85,415.3788,MIOT,10.0,mMTC
0,DL,RU_34,1073.1676,VS,100.0,eMBB
0,DL,RU_34,2218.6281,VS,100.0,eMBB
0,DL,RU_34,2143.112,VS,100.0,eMBB
0,DL,RU_63,626.672,CG,80.0,eMBB
0,DL,RU_63,1348.1333,CG,80.0,eMBB
0,DL,RU_63,1256.3916,CG,80.0,eMBB
0,DL,RU_90,501.1394,CG,80.0,eMBB
0,DL,RU_90,1083.7429,CG,80.0,eMBB
0,DL,RU_90,910.7463,CG,80.0,eMBB
0,DL,RU_28,735.1673,CG,80.0,eMBB
0,DL,RU_28,1244.4037,CG,80.0,eMBB
0,DL,RU_28,1165.83,CG,80.0,eMBB
0,DL,RU_95,760.3052,CG,80.0,eMBB
0,DL,RU_95,1523.569,CG,80.0,eMBB
0,DL,RU_95,1292.4079,CG,80.0,eMBB
0,DL,RU_29,185.8361,CG,80.0,eMBB
0,DL,RU_29,308.7366,CG,80.0,eMBB
0,DL,RU_29,321.0384,CG,80.0,eMBB
0,DL,RU_33,127.2,CG,80.0,eMBB
0,DL,RU_33,213.5253,CG,80.0,eMBB
0,DL,RU_33,259.53,CG,80.0,eMBB
0,DL,RU_72,172.0,CG,80.0,eMBB
0,DL,RU_72,356.0932,CG,80.0,eMBB
0,DL,RU_72,337.3176,CG,80.0,eMBB
0,DL,RU_47,54.2797,CG,80.0,eMBB
0,DL,RU_47,115.5747,CG,80.0,eMBB
0,DL,RU_47,112.1665,CG,80.0,eMBB
0,DL,RU_63,446.4058,CG,80.0,eMBB
0,DL,RU_63,909.9275,CG,80.0,eMBB
0,DL,RU_63,1060.2668,CG,80.0,eMBB
0,DL,RU_92,378.1674,CG,80.0,eMBB
0,DL,RU_92,698.156,CG,80.0,eMBB
0,DL,RU_92,780.3821,CG,80.0,eMBB
0,DL,RU_84,635.9339,CG,80.0,eMBB
0,DL,RU_84,1170.3587,CG,80.0,eMBB
0,DL,RU_84,1031.6936,CG,80.0,eMBB
0,DL,RU_83,143.5327,CG,80.0,eMBB
0,DL,RU_83,316.2435,CG,80.0,eMBB
0,DL,RU_83,263.4199,CG,80.0,eMBB
0,DL,RU_65,595.2396,CG,80.0,eMBB
0,DL,RU_65,1234.2311,CG,80.0,eMBB
0,DL,RU_65,1318.3346,CG,80.0,eMBB
0,DL,RU_46,613.2496,CG,80.0,eMBB
0,DL,RU_46,1014.0994,CG,80.0,eMBB
0,DL,RU_46,1293.393,CG,80.0,eMBB
0,UL,RU_8,405.52,I4.0,15.0,uRLLC
0,DL,RU_37,405.52,I4.0,15.0,uRLLC
0,UL,RU_8,422.7526,I4.0,15.0,uRLLC
0,DL,RU_37,422.7526,I4.0,15.0,uRLLC
0,UL,RU_8,875.0797,I4.0,15.0,uRLLC
0,DL,RU_37,875.0797,I4.0,15.0,uRLLC
0,DL,RU_3,168.0,CG,80.0,eMBB
0,DL,RU_3,363.1352,CG,80.0,eMBB
0,DL,RU_3,336.2692,CG,80.0,eMBB
0,DL,RU_22,172.0,CG,80.0,eMBB
0,DL,RU_22,298.7437,CG,80.0,eMBB
0,UL,RU_66,340.7512,I4.0,15.0,uRLLC
0,DL,RU_22,340.7512,I4.0,15.0,uRLLC
0,UL,RU_53,110.5702,VOIP,100.0,eMBB
0,DL,RU_6,110.5702,VOIP,100.0,eMBB
0,UL,RU_53,257.8187,VOIP,100.0,eMBB
0,DL,RU_6,257.8187,VOIP,100.0,eMBB
0,UL,RU_53,222.2021,VOIP,100.0,eMBB
0,DL,RU_6,222.2021,VOIP,100.0,eMBB
0,UL,RU_93,108.1901,VOIP,100.0,eMBB
0,DL,RU_10,108.1901,VOIP,100.0,eMBB
0,UL,RU_93,219.0285,VOIP,100.0,eMBB
0,DL,RU_10,219.0285,VOIP,100.0,eMBB
0,UL,RU_93,217.6773,VOIP,100.0,eMBB
0,DL,RU_10,217.6773,VOIP,100.0,eMBB
0,UL,RU_0,108.3287,VOIP,100.0,eMBB
0,DL,RU_52,108.3287,VOIP,100.0,eMBB
0,UL,RU_0,188.8315,VOIP,100.0,eMBB
0,DL,RU_52,188.8315,VOIP,100.0,eMBB
0,UL,RU_0,186.603,VOIP,100.0,eMBB
0,DL,RU_52,186.603,VOIP,100.0,eMBB
0,UL,RU_74,201.3753,I4.0,15.0,uRLLC
0,DL,RU_54,201.3753,I4.0,15.0,uRLLC
0,UL,RU_74,385.5042,I4.0,15.0,uRLLC
0,DL,RU_54,385.5042,I4.0,15.0,uRLLC
0,DL,RU_54,406.1334,AR,20.0,eMBB
0,UL,RU_98,816.617,I4.0,15.0,uRLLC
0,DL,RU_8,816.617,I4.0,15.0,uRLLC
0,UL,RU_98,1142.3216,I4.0,15.0,uRLLC
0,DL,RU_8,1142.3216,I4.0,15.0,uRLLC
0,UL,RU_98,1586.241,I4.0,15.0,uRLLC
0,DL,RU_8,1586.241,I4.0,15.0,uRLLC
0,UL,RU_11,405.52,I4.0,15.0,uRLLC
0,DL,RU_89,405.52,I4.0,15.0,uRLLC
0,UL,RU_11,461.0234,I4.0,15.0,uRLLC
0,DL,RU_89,461.0234,I4.0,15.0,uRLLC
0,UL,RU_11,408.4075,I4.0,15.0,uRLLC
0,DL,RU_89,408.4075,I4.0,15.0,uRLLC
0,UL,RU_69,112.0662,VOIP,100.0,eMBB
0,DL,RU_16,112.0662,VOIP,100.0,eMBB
0,UL,RU_69,192.8287,VOIP,100.0,eMBB
0,DL,RU_16,192.8287,VOIP,100.0,eMBB
0,UL,RU_69,196.6372,VOIP,100.0,eMBB
0,DL,RU_16,196.6372,VOIP,100.0,eMBB
0,UL,RU_67,108.1901,VOIP,100.0,eMBB
0,DL,RU_22,108.1901,VOIP,100.0,eMBB
0,UL,RU_67,216.0436,VOIP,100.0,eMBB
0,DL,RU_22,216.0436,VOIP,100.0,eMBB
0,UL,RU_67,216.4062,VOIP,100.0,eMBB
0,DL,RU_22,216.4062,VOIP,100.0,eMBB
0,UL,RU_49,109.654,VOIP,100.0,eMBB
0,DL,RU_83,109.654,VOIP,100.0,eMBB
0,UL,RU_49,247.5965,VOIP,100.0,eMBB
0,DL,RU_83,247.5965,VOIP,100.0,eMBB
0,DL,RU_83,234.9406,VS,100.0,eMBB
0,UL,RU_11,111.6367,VOIP,100.0,eMBB
0,DL,RU_42,111.6367,VOIP,100.0,eMBB
0,UL,RU_11,190.2386,VOIP,100.0,eMBB
0,DL,RU_42,190.2386,VOIP,100.0,eMBB
0,UL,RU_11,210.2085,VOIP,100.0,eMBB
0,DL,RU_42,210.2085,VOIP,100.0,eMBB
0,UL,RU_61,112.2098,VOIP,100.0,eMBB
0,DL,RU_55,112.2098,VOIP,100.0,eMBB
0,UL,RU_61,244.5621,VOIP,100.0,eMBB
0,DL,RU_55,244.5621,VOIP,100.0,eMBB
0,UL,RU_61,222.8167,VOIP,100.0,eMBB
0,DL,RU_55,222.8167,VOIP,100.0,eMBB
0,DL,RU_17,139.3877,CG,80.0,eMBB
0,DL,RU_17,304.0385,CG,80.0,eMBB
0,DL,RU_17,263.1116,CG,80.0,eMBB
0,UL,RU_12,110.6409,VOIP,100.0,eMBB
0,DL,RU_40,110.6409,VOIP,100.0,eMBB
0,DL,RU_40,207.2748,CG,80.0,eMBB
0,UL,RU_12,187.0215,VOIP,100.0,eMBB
0,DL,RU_40,187.0215,VOIP,100.0,eMBB
0,UL,RU_40,405.52,I4.0,15.0,uRLLC
0,DL,RU_60,405.52,I4.0,15.0,uRLLC
0,UL,RU_40,792.5139,I4.0,15.0,uRLLC
0,DL,RU_60,792.5139,I4.0,15.0,uRLLC
0,UL,RU_40,407.1987,I4.0,15.0,uRLLC
0,DL,RU_60,407.1987,I4.0,15.0,uRLLC
0,UL,RU_78,630.5133,MIOT,10.0,mMTC
0,UL,RU_78,1241.2743,MIOT,10.0,mMTC
0,UL,RU_78,1269.9167,MIOT,10.0,mMTC
0,DL,RU_2,329.4274,VS,100.0,eMBB
0,DL,RU_2,600.5769,VS,100.0,eMBB
0,DL,RU_2,469.2368,VS,100.0,eMBB
0,DL,RU_87,300.0,VS,100.0,eMBB
0,DL,RU_87,453.4706,VS,100.0,eMBB
0,DL,RU_87,625.0034,VS,100.0,eMBB
0,DL,RU_80,896.976,VS,100.0,eMBB
0,DL,RU_80,1804.2767,VS,100.0,eMBB
0,DL,RU_80,1460.3637,VS,100.0,eMBB
0,DL,RU_5,1040.7388,VS,100.0,eMBB
0,DL,RU_5,1407.0678,VS,100.0,eMBB
0,DL,RU_5,1851.4174,VS,100.0,eMBB
